date,cleanText
2021-05-27,"Tesla sure would appreciate changing the law, so that this is not required!"
2021-05-29,Model S Plaid delivery pushed to June 10. Needs one more week of tweak. This car feels like a spaceship. Words cannot describe the limbic resonance.
2021-05-30,Raptor production is approaching one every 48 hours
2021-05-31,"Making this work has been / still is super difficult, but it’s a revolution in car body design &amp; production – lighter, tighter, better NVH, higher precision, lower capex, lower unit cost Moving lumbar was removed only in front passenger seat of 3/Y (obv not there in rear seats). Logs showed almost no usage. Not worth cost/mass for everyone when almost never used. Prices increasing due to major supply chain price pressure industry-wide. Raw materials especially."
2021-06-01,"Yeah, new Model S &amp; X have PS5 level entertainment computing power"
2021-06-02,"That’s where we get most of our lithium. Also, whereas phone batteries make heavy use of cobalt in cathode, Tesla uses primarily nickel, which is trickier, but has better energy density (range). Iron cathode cells are now competitive for stationary packs &amp; mid range cars. Our biggest challenge is supply chain, especially microcontroller chips. Never seen anything like it. Fear of running out is causing every company to overorder – like the toilet paper shortage, but at epic scale. That said, it’s obv not a long-term issue."
2021-06-06,"0 to 60mph in under 2 secs. Quickest production car ever made of any kind. Has to be felt to be believed. Model S goes to Plaid speed this week One more production release of pure vision this week, then FSD beta 9 a week or two later. V9.0 FSD is also pure vision. Foundational improvements are immense. The operating costs of a Tesla are also much lower than a gasoline cruiser!"
2021-06-07,The long-term strength of Tesla will be manufacturing technology
2021-06-09,"Yeah, sold my houses, except for 1 in Bay Area that’s rented out for events. Working on sustainable energy for Earth with Tesla &amp; protecting future of consciousness by making life multiplanetary with SpaceX. Also, AI risk mitigation with Neuralink &amp; fixing traffic with Boring. Exactly. Only time I sell Tesla stock is when my stock options are expiring &amp; I have no choice. Btw, I will continue to pay income taxes in California proportionate to my time in state, which is &amp; will be significant. Tesla Europe team is doing great!"
2021-06-11,Order Tesla Model S Plaid at Tesla engineering is awesome!
2021-06-13,"This is inaccurate. Tesla only sold ~10% of holdings to confirm BTC could be liquidated easily without moving market. When there’s confirmation of reasonable (~50%) clean energy usage by miners with positive future trend, Tesla will resume allowing Bitcoin transactions. The Plaid carbon-wrapped motor is arguably the most advanced motor on Earth outside of maybe a lab somewhere. We have to keep some secrets! We have a few ideas for increasing torque &amp; max rpm even further for new Roadster. Definitely fun &amp; exciting engineering ahead! Fiber is wound over rotor at high tension load. Machine to do this was made by Tesla Automation. Carbon sleeve must put copper rotor in compression or it loosens at low temp due to differential thermal expansion. Preload is also helpful for maintaining precise gap to stator."
2021-06-14,"After several successful launches, land overflight earlier in trajectory passes E-sub-c safety threshold. That said, Starship will also launch from Cape long-term."
2021-06-16,Massive increase in Supercharger network is underway Most people have no idea just how good the Tesla air purification system is. Literally 10X better than any other car.
2021-06-21,"Tesla financing round closed at 6pm Dec 24th 2008 – last hour of last day possible or payroll would’ve bounced 2 days later. I gave Tesla last of my remaining cash from PayPal. Didn’t even own a house or anything sellable. Looking at holding Tesla AI Day in about a month or so. Will go over progress with Tesla AI software &amp; hardware, both training &amp; inference. Purpose is recruiting."
2021-06-24,At least a few years before Starlink revenue is reasonably predictable. Going public sooner than that would be very painful. Will do my best to give long-term Tesla shareholders preference. Shout out to the awesome Tesla global team. Thanks for working so hard to make Tesla successful!
2021-06-25,"Sometimes people think it is performance, but safety is always the primary design requirement for a Tesla Actually, a great many parts are produced by our suppliers, but Tesla is more vertically integrated than other carmakers I’m driving “alpha” 9, but we need to fix some obvious issues before releasing beta 9, hopefully next week. FSD subscription capability should be turning on via the Tesla app."
2021-06-29,"Unfortunately, launch is called off for today, as an aircraft entered the “keep out zone”, which is unreasonably gigantic. There is simply no way that humanity can become a spacefaring civilization without major regulatory reform. The current regulatory system is broken. Top Safety Pick+ from IIHS! That’s the highest overall rating, but we think we can get max score for all subcategories/individual tests too. Retesting in a month or so with improved software. The improved software will then be uploaded to all cars with FSD computers. Production release update coming this week, which includes raising max speed to 80 mph. Sorry, 75 mph limit was done as precautionary measure. Turned out to be unnecessary."
2021-07-01,"Sorry for any confusion. Dojo is a neural network training computer optimized for video (for self-driving). Unless there is a predictable pattern to hashing Scrypt (which we will not attempt to find), it will not be competitive with ASIC-based hashing. Potatoes are delicious!"
2021-07-02,"Yes. Long-term, all settings will be in your Tesla app and car will auto adjust. Congrats Tesla Team on over 200,000 car built &amp; delivered in Q2, despite many challenges!! These days, I mostly just play Polytopia, which comes free with every Tesla! When we need strange training examples, eg half a car on highway, Tesla sim delivers. Also, accidents on Autopilot are becoming rarer, so we need more close call examples. For safety tests, Autopilot sees dummy far away. Emergency braking only needed for distracted drivers."
2021-07-03,"Haha, FSD 9 beta is shipping soon, I swear! Generalized self-driving is a hard problem, as it requires solving a large part of real-world AI. Didn’t expect it to be so hard, but the difficulty is obvious in retrospect. Nothing has more degrees of freedom than reality. Friday afternoons are usually Tesla design studio time. Cybertruck will be almost exactly what was shown. We’re adding rear wheel steering, so it can do tight turns &amp; maneuver with high agility. Lot of other great things coming."
2021-07-05,"Design is easy, production is hard"
2021-07-06,"Soft spot for olde Roadster Caused by switching frequency of light source. Surround video (multiple cameras, across several frames), improving fps &amp; exposure setting tweaks solves this. All in FSD build. Yes, updated UI coming with FSD wide release. All cars with FSD computer will have new “mind of car” view. All 3/Y can be upgraded to have FSD computer."
2021-07-07,"Nikola Tesla was born in Croatia (to Serbian parents)! And by 2060, Tesla production will exceed the mass of the Universe! Working with Weddle and Sons Roofing has been a great collaboration for accelerating Tesla Solar Roof installation! This is a lot of work, as tens of millions of homes need solar roofs! If you are a roofing company, please consider adding Solar Roof to your offerings."
2021-07-08,Improved FSD screen. Attempting to show the “mind” of the car.
2021-07-09,"Solar + Powerwall battery ensures that your home never loses power Tesla Solar Roof + Powerwall in major new housing development in Austin Autonomous SpaceX droneship, A Shortfall of Gravitas"
2021-07-10,"The challenges of operating at Starbase left us with no choice but to put engine production in McGregor By “volume production”, I mean 2 to 4 engines per day. That’s super high volume for big rocket engines, but low volume by automotive standards. We are breaking ground soon on a second Raptor factory at SpaceX Texas test site. This will focus on volume production of Raptor 2, while California factory will make Raptor Vacuum &amp; new, experimental designs. Accurate assessment. Btw, Autopilot software is technically led by Ashok, Andrej &amp; Milan, but it’s very much a “knights of the round table” structure. There are so many talented engineers on Autopilot/AI team &amp; they decide for themselves what to work on. Kinda like Valve."
2021-07-12,"Not yet, but they will. It’s needed for full self-driving."
2021-07-14,Review of Model S Plaid by Dan Neil
2021-07-15,"FSD beta 9 is using the pure vision production code for highway driving. Beta 10 hopefully (Beta 11 definitely) will use one stack to rule them all – city streets, highway &amp; complex parking lots. In end, we kept production design almost exactly same as show car. Just some small tweaks here &amp; there to make it slightly better. No door handles. Car recognizes you &amp; opens door. Having all four wheels steer is amazing for nimble handling &amp; tight turns! To be frank, there is always some chance that Cybertruck will flop, because it is so unlike anything else. I don’t care. I love it so much even if others don’t. Other trucks look like copies of the same thing, but Cybertruck looks like it was made by aliens from the future. Not bad, although new Model S has more range &amp; faster charging. 3 &amp; Y should use long range version, as Performance version is meant for max speed &amp; handling, not max range. Supercharger network is being upgraded to 250kW to 300kW, so that will help too. Glad it’s working! The sheer amount of work done by SpaceX engineering, production &amp; launch teams is amazing. Ping should improve dramatically in coming months. We’re aiming for &lt;20ms. Basically, you should be able to play competitive FPS games through Starlink."
2021-07-16,"Indeed, but again like a parking lot, a battery having big “roads” tends to decrease number of “parking spaces” (ie stores less energy)"
2021-07-17,"Current Summon is sometimes useful, but mostly just a fun trick. Once we move summon (plus highway driving) to a single FSD stack, it will be sublime. Wide beta maybe with FSD rev 10, definitely with rev 11"
2021-07-19,You don’t even need to touch the shifter in new S. Auto detect direction will come as an optional setting to all cars with FSD.
2021-07-20,"We created our own connector, as there was no standard back then &amp; Tesla was only maker of long range electric cars. It’s one fairly slim connector for both low &amp; high power charging. That said, we’re making our Supercharger network open to other EVs later this year."
2021-07-21,"Dry electrode is a key piece (one of many pieces) of the puzzle for lowering cost of lithium batteries. That said, it has required an *immense* amount of engineering to take Maxwell’s proof-of-concept to high-quality, volume production &amp; we’re still not quite done."
2021-07-23,"If Tesla is able to succeed with imported vehicles, then a factory in India is quite likely. Tesla Model S Plaid is alien technology Also, the full self-driving interface renders across the whole display &amp; it is incredible. The yoke enables an unobstructed view of the screen."
2021-07-25,I was at Giga Texas yesterday. Team is making excellent progress. Building will be almost a mile long when complete. Tesla Giga Shanghai team has done amazing work!
2021-07-26,"Ships are probably fine with iron cells, but aircraft need very high energy density for good range. I’m not saying Tesla will do aircraft – we have our hands full with cars &amp; solar/battery power generation – just that max energy density is needed for aircraft. We will try. Preferable for Tesla too, as they last so long. Unlike other makers of cars, our goal is *not* to profit from service. Best service is not needing service in the first place."
2021-07-27,"That’s a low bar. Carmakers have never valued software engineering highly, although VW is trying to change that. I personally wrote software for 20 years &amp; have huge respect for software engineers. Tesla is on par with best software companies &amp; is leader in real world AI. Tesla software team is excellent even when compared to the best software companies. This is a big deal, as cars are very much computers on wheels. Great work by Tesla Giga Berlin team &amp; supporting contractors! Cars today are far more complex than Model T, with a global supply chain that is vulnerable to force majeure risk. Like Model T, supply chain for battery EVs simply doesn’t exist at massive scale, so must be built in parallel. Ideas are easy, production is hard."
2021-07-29,"Haha true. I talked to my friends about electric cars constantly in college. Convincing the best AI talent to join Tesla is the sole goal Tesla AI Day August 19th Haha ok, I will do the Tesla shareholder meeting in a posh British accent These guys are either shady, 🥜 or both. I mean seriously there’s a long list of companies to pick on before Tesla …"
2021-07-30,"Actually, I like &amp; use Apple products. They are just obviously overcharging with App Store. I mean 30% fees for doing almost zero incremental work is completely unreasonable. Epic wouldn’t bother processing their own payments if App Store fees were fair. Cook &amp; I have never spoken or written to each other ever. There was a point where I requested to meet with Cook to talk about Apple buying Tesla. There were no conditions of acquisition proposed whatsoever. He refused to meet. Tesla was worth about 6% of today’s value. This should be clear to anyone who has experienced the FSD beta evolution. Self-driving requires solving a major part of real-world AI, so it’s an insanely hard problem, but Tesla is getting it done. AI Day will be great."
2021-07-31,"Reason we hustled so much to get Autopilot V1 out was that someone driving non-Autopilot Tesla fell asleep, crashed &amp; killed cyclist (Tesla driver was uninjured). Driver nonetheless sued us saying new car smell made him fall asleep (sigh). Judge didn’t agree. The Tesla AI predictions are swiftly becoming superhuman – its guesses for what it can’t see well feel like ESP. It has a vastly larger training set than any human &amp; thinks only about driving. PC desktop with latest graphics card, although I have a Mac too. Gigabyte laptop. Tesla policy is never to give in to false claims, even if we would lose, and never to fight true claims, even if we would win."
2021-08-02,That’s about right. Civilization can be powered with a very small % of Earth having solar panels.
2021-08-04,"I do think that great design &amp; engineering of products are critical, but manufacturing &amp; supply chain require orders of magnitude more work"
2021-08-05,"Yeah, seems odd that Tesla wasn’t invited If you’re curious about Tesla, SpaceX &amp; my general goings on, is writing a biography"
2021-08-06,"Tesla Automation (Deutschland) built a specialized machine to wrap the rotor with carbon fiber at precise tension. If too low, it would come loose at low temp, due to CTE differences. If too high, it would snap at high temp &amp; rpm."
2021-08-10,"Important to bear in mind that production is as fast as the slowest part out of ~10,000 unique parts in a car"
2021-08-11,I’d recommend they get their first plant working. It’s insanely difficult to reach volume production at affordable unit cost.
2021-08-12,"Tesla makes cars for export in first half of quarter &amp; for local market in second half. As publicly disclosed, we are operating under extreme supply chain limitations regarding certain “standard” automotive chips. Most problematic by far are Renesas &amp; Bosch."
2021-08-13,Giga Berlin-Brandenburg county fair &amp; factory tour on 9 October!
2021-08-14,Solar/wind + batteries + electric cars is obviously the future Major Supercharger openings in west LA coming soon!
2021-08-20,"We have almost all the pieces needed for humanoid robots, since we already make robots with wheels"
2021-08-23,"FSD Beta 9.2 is actually not great imo, but Autopilot/AI team is rallying to improve as fast as possible. We’re trying to have a single stack for both highway &amp; city streets, but it requires massive NN retraining."
2021-08-24,Just drove FSD Beta 9.3 from Pasadena to LAX. Much improved!
2021-08-26,Tesla China rocks!
2021-08-28,"Yeah, we should tie Autopilot driving style preference &amp; various warning settings together in general"
2021-08-30,Thank for bringing this up. Tesla will expedite service center openings. Have you tried our mobile service that comes to you?
2021-09-01,"I was in the Berlin paint shop talking to the team on my last visit. It’s gonna be great! But bear in mind that it takes about a year for a new factory to reach volume production. Production is super hard work, which is why I have great respect for those who do it. 2021 has been the year of super crazy supply chain shortages, so it wouldn’t matter if we had 17 new products, as none would ship. Assuming 2022 is not mega drama, new Roadster should ship in 2023."
2021-09-02,"The robots are coming anyway, as Boston Dynamics videos clearly show. I will not be able to ensure that robots made by other companies are safe, but I can try my best to do so at Tesla. FSD Beta 10 rolls out midnight Friday next week That is the aspiration, but we need to be cautious. Safety is always paramount at Tesla."
2021-09-03,"There are vast amounts of iron (and lithium) on Earth, but much less nickel. For global industry to scale battery production to ~10 TWh/year, it needs to be mostly iron. Higher energy density of Nickel only needed for very long range vehicles &amp; aircraft. Generally agree, but probability of thermal runaway is dangerously high with large pouch cells. Tesla strongly recommends against their use."
2021-09-04,Lot of good work happening on Tesla sound codec &amp; audio software in general. Aiming for maximum music dopamine in your brain!
2021-09-06,Production is hard. Production with positive cash flow is extremely hard. Tesla audio engineering is great Korolev was amazing
2021-09-09,"Tesla doesn’t have the bandwidth to do it, but there are some good third party mod shops Next will be modified Plaid with added aero surfaces, carbon brakes &amp; track tires (all things that can be done without Tesla being in the loop) Tesla Model S Plaid just set official world speed record for a production electric car at Nurburgring. Completely unmodified, directly from factory. The build I’m driving right now is almost there. FSD 10 will blow your mind. Expansion will be gradual, based on ensuring maximum safety Yet another round wheel is boring &amp; blocks the screen. FSD in panoramic mode looks way better with a yoke. Cybertruck is not like the others"
2021-09-10,"An early season episode of the Tesla soap opera! Great work by Tesla team, with special thanks to Tesla Automation in Prüm, who were critical to many high-performance parts of Plaid! Alter falter! Dankeschön Nürburgring, Tesla wird geerht."
2021-09-11,"To be fair, investors are giving us significant credit for achieving self-driving, given that Tesla’s valuation/production is very high compared to other automakers Highway stack is still production version, as it is more polished than FSD for now. Single stack for all should release in 10.1."
2021-09-12,"This is written by Ford/UAW lobbyists, as they make their electric car in Mexico. Not obvious how this serves American taxpayers."
2021-09-13,"FSD 10 predicts height from video pixels directly, without needing to classify groups of pixels into objects. In principle, even if a UFO crashed on the road right in front of you, it would still avoid the debris. Some work still needed to tune sensitivity."
2021-09-16,Maneuverability is important for safety
2021-09-17,"Beta button will request permission to assess driving behavior using Tesla insurance calculator. If driving behavior is good for 7 days, beta access will be granted. Good feedback from FSD Beta 10 users! 10.0.1 point release rolling out now. 10.1 rolls out a week from Friday with beta request button."
2021-09-18,"Probably will trap a Tesla with the production Autopilot build, but won’t work with FSD. Using a ring of cones would stop FSD though. Ironically, yes at this time. FSD beta system at times can seem so good that vigilance isn’t necessary, but it is. Also, any beta user who isn’t super careful will get booted. 2000 beta users operating for almost a year with no accidents. Needs to stay that way."
2021-09-20,Tesla has not yet decided on a fourth Gigafactory location Tesla insurance calculator will show status in real-time &amp; tell you what actions are needed to be rated “good driver”
2021-09-21,RT : Solar Roof powers Buffalo Heritage Carousel in NY
2021-09-22,"Giga Berlin will help a lot Exactly. Giga Shanghai makes cars for export in first half of quarter, then cars for far away parts of China, then cars for nearby parts of China. Net result is a crazy wave of deliveries end of quarter. It is tough on our team, so we’re hoping to reduce the wave in Q4 &amp; Q1. Tesla is the king of car farts! The regulatory process for approval to offer insurance is extremely slow &amp; complex, varying considerably by state. Tesla is hoping to offer real-time (based on actual driving history) insurance in Texas next month. Probably next year before we get approval in New York."
2021-09-25,"FSD Beta request button goes live tonight, but FSD 10.1 needs another 24 hours of testing, so out tomorrow night Absolutely! Tesla team rocks"
2021-09-27,"Cybertruck option package Illustrates why Tesla sales will soon exceed mass of universe In an electric future, batteries are as essential to transport as oil is today"
2021-09-28,"Wow, lot of interest in FSD beta! Plan is to roll out version 10.2 midnight Friday, then on-ramp ~1000 owners/day, prioritized by safety rating."
2021-09-29,"No guarantees, but I think it will. This is a big part of what I meant by Tesla’s long-term competitive advantage being manufacturing technology."
2021-10-01,"With &amp; Powerwall battery you are your own utility. 24/7 clean, sustainable electricity."
2021-10-02,♥️♥️ Congrats Tesla team! ♥️♥️ Manufacturing will be Tesla’s long-term competitive strength
2021-10-04,"This was *extremely* difficult. Huge props to Tesla engineering, supply chain, production &amp; key suppliers."
2021-10-05,Tesla always pays its debts RT : NYC as seen through Model Y glass roof :
2021-10-07,"Definitely further refinements coming to (early beta) safety test score. It will be refined continuously until it is an extremely good predictor of crash probability. Exciting actuarial problem! FSD Beta 10.2 rolls out Friday midnight to ~1000 owners with perfect 100/100 safety scores. Rollouts will hold for several days after that to see how it goes. If that looks good, beta will gradually begin rolling out to 99 scores &amp; below. RT : Tesla Shareholder Meeting"
2021-10-08,"If you’d like to join Tesla AI, but can’t easily move to Palo Alto or Austin, that is acceptable for extremely excellent candidates where inefficiency of distance is overcome by talent Please consider joining Tesla AI software or hardware teams!"
2021-10-09,"These are nice, but high time we built a really big Tesla coil! Cells &amp; FSD are massive, the rest is just beauty &amp; romance … but life is empty without those last two RT : Giga Berlin right now 🤯 Giga Berlin-Brandenburg Spaß-Party heute!"
2021-10-11,"Vision became so good that radar actually reduced SNR, so radar was turned off. Humans drive with eyes &amp; biological neural nets, so makes sense that cameras &amp; silicon neural nets are only way to achieve generalized solution to self-driving. Beta 10.2 now rolling out to cars with 100/100 safety score over 100 miles Thanks for playing Giga Berlin!"
2021-10-12,"Production, supply chain &amp; logistics are so hard!"
2021-10-14,"If it possible to start an EV company without shipping any cars &amp; get a valuation less than a billion dollars!? I hope they have a high pain tolerance. Scaling production, supply chain, logistics &amp; service is a world of hurt. Yes, we are talking to airlines about installing Starlink. Please let them know if you want it on your airliner. Low latency ~half gigabit connectivity in the air!"
2021-10-15,"We already have a giant, free fusion reactor in the sky called the sun. Just catch it’s energy with PV, store in battery &amp; you’re pretty much done. Beta 10.3 releasing Friday next week to all cars with 99/100 safety score"
2021-10-17,"We can do that partially, but detailed rocket technology is considered advanced weaponry (same tech as nuclear missiles), so there are more limitations than at Tesla Maybe Buffett should invest in Tesla haha"
2021-10-20,"The day FSD goes to wide release will be one of the biggest asset value increases in history Objectively, her track record is extremely biased against Tesla"
2021-10-22,"Yeah, although early production cars will need camera upgrades, as well as FSD computer (all included in the price)"
2021-10-24,Lots of people I talked to on the production lines at Tesla or building rockets at SpaceX own Doge. They aren’t financial experts or Silicon Valley technologists. That’s why I decided to support Doge – it felt like the people’s crypto.
2021-10-25,"I’d like to express appreciation to Tesla Autopilot engineering &amp; QA for working round the clock all weekend to resolve the problem Sorry to Tesla beta users for the trouble! Issue turned out to be power saving mode interacting with FSD. Our internal QA fleet didn’t see this, because cars are constantly in use, so very rarely enter power saving mode. Internal QA will obv test this case going forward. Strange that moved valuation, as Tesla is very much a production ramp problem, not a demand problem Prototypes are trivial compared to scaling production &amp; supply chain. If those are solved, achieving positive gross margin is the next nightmare. Starting a second new vehicle line before first is working will divide resources &amp; amplify probability of failure."
2021-10-26,"I feel like this has happened at Tesla a few times Also, Tesla will soon be a German car manufacturer."
2021-10-27,"Tentative plan is 98 &amp; above starts uploading Friday afternoon next week. If we see any concerns, uploads will pause while we investigate, so might take a few days before everyone with 98 safety gets beta 10.4. 10.4 improves left turns across fast traffic &amp; stopping for gates. FSD/AI team is doing great work. Will get superhuman good in upcoming releases. Note, we will slow down upload rate of releases going forward. First from QA fleet to employee cars for a day, then slowly releasing at ~1000 cars/hr to external beta on Friday aft. That math is incorrect, but still a lot of devices per second! I guess if Tesla can reach 20M cars/year, that would be one every ~1.5 seconds!"
2021-10-28,"Tesla always pays its debts The cemetery of automotive startups over the past century is very large &amp; will get larger. Tesla &amp; Ford are the only American car companies that haven’t gone bankrupt. Indeed, US taxpayers actually profited from the Tesla loan GM &amp; Chrysler were bailed out (money never repaid), but Tesla was not. Crucial Tesla investment actually came from Daimler in 2009, from which they did very well. Tesla received govt energy efficiency loan in 2010, by which time capital markets reopened. Loan was repaid early."
2021-10-29,“Tesla Hertz Shorts”
2021-10-30,Thanks on behalf of Tesla
2021-10-31,"By definition, since I own ~20% of Tesla, ~80% of stock gains necessarily went to investors &amp; employees! If WFP can describe on this Twitter thread exactly how $6B will solve world hunger, I will sell Tesla stock right now and do it."
2021-11-01,Trial program for opening Tesla Superchargers to other EVs has begun
2021-11-02,"You’re welcome! If any of this is based on Hertz, I’d like to emphasize that no contract has been signed yet. Tesla has far more demand than production, therefore we will only sell cars to Hertz for the same margin as to consumers. Hertz deal has zero effect on our economics."
2021-11-04,"In the future, any Tesla you use will automatically sync to your preferences"
2021-11-06,"Tesla Autopilot spends a lot of effort on minimizing jerk Much is made lately of unrealized gains being a means of tax avoidance, so I propose selling 10% of my Tesla stock. Do you support this? Haha true! The top alternate name, if we couldn’t acquire the Tesla Motors trademark, was Faraday, which a competitor ended up using."
2021-11-07,"I had too many bottles of Teslaquila! We are rolling 10.4 out slowly, as there are many subtle hardware differences in the owner fleet. If it continues to look good over the next few days, we may start rolling out to 98 safety scores."
2021-11-11,"I hope they’re able to achieve high production &amp; breakeven cash flow. That is the true test. There have been hundreds of automotive startups, both electric &amp; combustion, but Tesla is only American carmaker to reach high volume production &amp; positive cash flow in past 100 years. RT : 30k Superchargers around the world — and counting"
2021-11-13,"Please don’t read too much into this. As mentioned publicly, Tesla is constrained by chip supply short-term &amp; cell supply long-term. Not possible to produce additional vehicles in volume until both constraints are addressed. Tesla Megapack batteries will help stabilize the grid this winter He came damn close to killing Tesla through a combination of bad management decisions, driving out talented people, bad engineering, major blunders in supply chain &amp; an elaborate deception about the true cost &amp; schedule of the Tesla Roadster. Founding story of Tesla as portrayed by Eberhard is patently false. I wish I had never met him. Eberhard is by far the worst person I’ve ever worked with in my entire career. Given how many people I’ve worked with over the years, that’s really saying something … Thinking of doing a podcast “Hardcore History” style that tells what really happened at Tesla in those early years"
2021-11-15,"Yes, that is the other major source of dilution. All employees receive stock after a year at Tesla and we now have over 100,000 employees worldwide. I had majority control for the first 5 years or so of Tesla, but car companies need lots of capital, so now I’m around 20% or so, despite putting in as much as I could along the way RT : We surveyed car owners to find the most satisfying vehicles on the road. Rounding out the top 3 were the Tesla Model…"
2021-11-16,"Indeed. Over time, Tesla will generate hundreds of billions for the government in terms of employee income tax, product sales tax and property tax, in addition to profit taxation."
2021-11-17,"Limiting factor for first launch is regulatory approval. Thereafter, fundamental issue is solving engine production. Prototypes are easy, production is hard."
2021-11-18,"It’s great that they’ve changed their tune these days, but the truth is that GM tried damn hard to kill the electric car! If not for competitive pressure from Tesla, they would be doing nothing."
2021-11-19,"There were no EV incentives (nor did we expect them) &amp; gasoline was super cheap, so tough to make the case for electric cars. My guess was that we had &lt;10% chance of success &amp; most people thought 0%. The history car startups is just one big graveyard."
2021-11-20,"One of the improvements to FSD vision involves training with actual photon counts, so removing the filters used to make pictures pretty to the human eye"
2021-11-22,Model S Plaid is sickkkk!!!! Let’s see if we can get them to say the word “Tesla”! Maybe they are NPCs and Tesla just isn’t in their dialogue tree?
2021-11-23,"It can simulate anywhere, but we need to focus on one region until FSD is out of beta, then expand geographically to have betas in other countries. Canada is not a lot different from US, but different enough. I was able to do several zero takeover drives around Austin last night using random map pin drops (no Tesla has ever done these routes) Hell of a rocket! Probably would have succeeded if Korolev had not died. Hopefully, Starship is more fortunate. And all Model S &amp; X production for the world is still done in America, but who’s counting Giga Texas is epic"
2021-11-26,"Combined Tesla+SpaceX market cap is now over $1.2T, which means “$4.9B” is less than 0.4% of combined company value It has always been Tesla’s view that all subsidies should be eliminated, but that must include the massive subsidies for oil &amp; gas. For some reason, governments don’t want to do that …"
2021-11-27,"Hypothetically, if they did make lots of electric cars, then they would be the leader"
2021-11-29,"Oh man, this year has been such a supply chain nightmare &amp; it’s not over! I will provide an updated product roadmap on next earnings call. Cybertruck will reach far into a post-apocalyptic future &amp; bring that technology to now Cybertruck is intentionally an insane technology bandwagon This is true. Also, Tesla employees get health insurance, stock &amp; other benefits."
2021-12-01,Blow the whistle on Tesla!
2021-12-02,"RT : New Solar Roof tiles can deliver a 22% increase in power, resulting in more energy offset"
2021-12-03,"Product roadmap update on next earnings call Initial production will be 4 motor variant, with independent, ultra fast response torque control of each wheel"
2021-12-06,"Tesla publishes accident statistics quarterly. They are so much better than other vehicles, it is ridiculous. As always, Tesla is looking for hardcore AI engineers who care about solving problems that directly affect people’s lives in a major way."
2021-12-08,Booster production is currently ahead of engine production Lot of people don’t realize that you can watch almost any show in a Tesla
2021-12-10,"There will be a few tweaks before production Cybertruck can have any color you want, so long as it’s nothing Tesla China has done amazing work"
2021-12-11,That is not the production wiper
2021-12-12,"Sonic, the Hedgehog, game coming to all Teslas!"
2021-12-14,Tesla will make some merch buyable with Doge &amp; see how it goes
2021-12-16,"Giga Texas is a $10B+ investment over time, generating at least 20k direct &amp; 100k indirect jobs I love Dilbert! Use it all the time to illustrate that we’re doing something wrong at Tesla/SpaceX if it could be a Dilbert cartoon irl. This happens more often than I’d like (sigh)."
2021-12-18,Tesla FSD 10.8 plus holiday fun software release probably Tuesday Each Raptor 1 engine above produces 185 metric tons of force. Raptor 2 just started production &amp; will do 230+ tons or over half a million pounds of force.
2021-12-19,Tesla will hold a Giga Texas grand opening party with factory tours for the community in early 2022
2021-12-22,"Whereas radar has trouble seeing small pedestrians, they’re obvious to Tesla vision Tesla holiday software release being tested with internal owners today. Broader rollout starts tomorrow evening."
2021-12-23,Lots of Tesla cars to deliver before year end! Your support in taking delivery is much appreciated. Thanks also to the Tesla team working hard during the holidays!
2021-12-24,That was a crazy tough year. Tesla financing closed at 6pm Christmas Eve – last hour of the last day possible. Payroll would otherwise have bounced two days after Christmas. Tesla holiday software update goes to wide release today! Tesla is technically a car like an iPhone is technically a phone
2021-12-25,Or Tesla!
2021-12-29,Ashok was the first person recruited from my tweet saying that Tesla is starting an Autopilot team!
2022-01-02,Great work by Tesla team worldwide!
2022-01-07,"It was a mistake to try to use the Elise. In the end, only ~5% of the Elise parts ended up being used. Tesla Roadster is a totally different car. Monthly subscription price will rise when FSD goes to wide release FSD price will rise as we get closer to FSD production code release Tesla FSD price rising to $12k on Jan 17"
2022-01-10,"RT : Drive anywhere in the US using the Supercharger network, now in all 50 states"
2022-01-12,"Tesla is working as fast as possible to support Tesla owners worldwide. Sustainable energy affects everyone on Earth, as we all share one atmosphere."
2022-01-14,Tesla merch buyable with Dogecoin
2022-01-16,We will start rolling out FSD beta in Canada cautiously in next 2 to 4 weeks
2022-01-19,"Tesla AI might play a role in AGI, given that it trains against the outside world, especially with the advent of Optimus People do not yet understand how valuable an autonomous vehicle will be"
2022-01-21,RT : Graffiti art at Giga Berlin
2022-01-25,Our biggest limitation with Fremont is convincing enough associates to build cars when they have so many other job opportunities in the Bay Area! Thanks again Tesla team for doing the hard work of building real products that people love ♥️
2022-01-26,Been driving latest Cybertruck prototype around Giga Texas. It’s awesome!
2022-01-27,"Just that manganese is an alternative to iron &amp; phosphorus for scaling cathode production to several TWh/year Sounds about right for autonomous cars. Optimus will greatly exceed this. The economy will be as big as people want it to be. There will be no scarcity, except that which is artificially created."
2022-01-28,"Excited for future of solar at Tesla! Tesla will support FSD licensing by other manufacturers Given how hard insanely FSD is, I think it may take 5 years or more before any company besides Tesla solves it"
2022-01-30,"For reasons unknown, is unable to say the word “Tesla”"
2022-01-31,"They’ve been writing bogus articles about Tesla (and me) for years. In the end, it is their own credibility that suffers. RT : Non-Tesla vehicles can now charge at select Superchargers in France and Norway via the Tesla app. Learn more at"
